Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2015-12-09 05:00 AM,2015,12,09,05,0.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2015-12-09 06:00 AM,2015,12,09,06,0.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2015-12-09 07:00 AM,2015,12,09,07,0.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2015-12-09 08:00 AM,2015,12,09,08,0.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2015-12-09 09:00 AM,2015,12,09,09,0.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2015-12-09 10:00 AM,2015,12,09,10,0.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2015-12-09 11:00 AM,2015,12,09,11,77.3,UG/M3,1 Hr,Suspect
Hanoi,PM2.5 - Principal,2015-12-09 12:00 PM,2015,12,09,12,0.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2015-12-09 01:00 PM,2015,12,09,13,0.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2015-12-09 02:00 PM,2015,12,09,14,90.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-09 03:00 PM,2015,12,09,15,89.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-09 04:00 PM,2015,12,09,16,85.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-09 05:00 PM,2015,12,09,17,77.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-09 06:00 PM,2015,12,09,18,85.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-09 07:00 PM,2015,12,09,19,89.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-09 08:00 PM,2015,12,09,20,110.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-09 09:00 PM,2015,12,09,21,100.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-09 10:00 PM,2015,12,09,22,86.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-09 11:00 PM,2015,12,09,23,76.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 12:00 AM,2015,12,10,00,83.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 01:00 AM,2015,12,10,01,120.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 02:00 AM,2015,12,10,02,108.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 03:00 AM,2015,12,10,03,62.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 04:00 AM,2015,12,10,04,49.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 05:00 AM,2015,12,10,05,42.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 06:00 AM,2015,12,10,06,47.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 07:00 AM,2015,12,10,07,43.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 08:00 AM,2015,12,10,08,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 09:00 AM,2015,12,10,09,36.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 10:00 AM,2015,12,10,10,39.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 11:00 AM,2015,12,10,11,46.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 12:00 PM,2015,12,10,12,42.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 01:00 PM,2015,12,10,13,42.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 02:00 PM,2015,12,10,14,40.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 03:00 PM,2015,12,10,15,37.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 04:00 PM,2015,12,10,16,40.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 05:00 PM,2015,12,10,17,39.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 06:00 PM,2015,12,10,18,38.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 07:00 PM,2015,12,10,19,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 08:00 PM,2015,12,10,20,45.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 09:00 PM,2015,12,10,21,59.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 10:00 PM,2015,12,10,22,59.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-10 11:00 PM,2015,12,10,23,56.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 12:00 AM,2015,12,11,00,58.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 01:00 AM,2015,12,11,01,60.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 02:00 AM,2015,12,11,02,68.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 03:00 AM,2015,12,11,03,70.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 04:00 AM,2015,12,11,04,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 05:00 AM,2015,12,11,05,53.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 06:00 AM,2015,12,11,06,38.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 07:00 AM,2015,12,11,07,42.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 08:00 AM,2015,12,11,08,56.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 09:00 AM,2015,12,11,09,55.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 10:00 AM,2015,12,11,10,51.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 11:00 AM,2015,12,11,11,54.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 12:00 PM,2015,12,11,12,58.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 01:00 PM,2015,12,11,13,53.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 02:00 PM,2015,12,11,14,61.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 03:00 PM,2015,12,11,15,61.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 04:00 PM,2015,12,11,16,63.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 05:00 PM,2015,12,11,17,71.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 06:00 PM,2015,12,11,18,76.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 07:00 PM,2015,12,11,19,78.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 08:00 PM,2015,12,11,20,81.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 09:00 PM,2015,12,11,21,75.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 10:00 PM,2015,12,11,22,77.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-11 11:00 PM,2015,12,11,23,93.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 12:00 AM,2015,12,12,00,87.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 01:00 AM,2015,12,12,01,91.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 02:00 AM,2015,12,12,02,78.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 03:00 AM,2015,12,12,03,85.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 04:00 AM,2015,12,12,04,93.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 05:00 AM,2015,12,12,05,109.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 06:00 AM,2015,12,12,06,102.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 07:00 AM,2015,12,12,07,122.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 08:00 AM,2015,12,12,08,122.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 09:00 AM,2015,12,12,09,104.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 10:00 AM,2015,12,12,10,104.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 11:00 AM,2015,12,12,11,111.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 12:00 PM,2015,12,12,12,111.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 01:00 PM,2015,12,12,13,126.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 02:00 PM,2015,12,12,14,112.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 03:00 PM,2015,12,12,15,136.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 04:00 PM,2015,12,12,16,124.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 05:00 PM,2015,12,12,17,127.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 06:00 PM,2015,12,12,18,127.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 07:00 PM,2015,12,12,19,133.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 08:00 PM,2015,12,12,20,164.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 09:00 PM,2015,12,12,21,152.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 10:00 PM,2015,12,12,22,125.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-12 11:00 PM,2015,12,12,23,123.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 12:00 AM,2015,12,13,00,121.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 01:00 AM,2015,12,13,01,115.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 02:00 AM,2015,12,13,02,116.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 03:00 AM,2015,12,13,03,102.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 04:00 AM,2015,12,13,04,85.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 05:00 AM,2015,12,13,05,75.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 06:00 AM,2015,12,13,06,81.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 07:00 AM,2015,12,13,07,82.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 08:00 AM,2015,12,13,08,84.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 09:00 AM,2015,12,13,09,83.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 10:00 AM,2015,12,13,10,107.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 11:00 AM,2015,12,13,11,110.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 12:00 PM,2015,12,13,12,99.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 01:00 PM,2015,12,13,13,58.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 02:00 PM,2015,12,13,14,56.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 03:00 PM,2015,12,13,15,59.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 04:00 PM,2015,12,13,16,61.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 05:00 PM,2015,12,13,17,70.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 06:00 PM,2015,12,13,18,66.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 07:00 PM,2015,12,13,19,75.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 08:00 PM,2015,12,13,20,104.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 09:00 PM,2015,12,13,21,113.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 10:00 PM,2015,12,13,22,83.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-13 11:00 PM,2015,12,13,23,70.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 12:00 AM,2015,12,14,00,56.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 01:00 AM,2015,12,14,01,46.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 02:00 AM,2015,12,14,02,45.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 03:00 AM,2015,12,14,03,56.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 04:00 AM,2015,12,14,04,78.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 05:00 AM,2015,12,14,05,46.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 06:00 AM,2015,12,14,06,29.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 07:00 AM,2015,12,14,07,20.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 08:00 AM,2015,12,14,08,22.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 09:00 AM,2015,12,14,09,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 10:00 AM,2015,12,14,10,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 11:00 AM,2015,12,14,11,28.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 12:00 PM,2015,12,14,12,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 01:00 PM,2015,12,14,13,28.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 02:00 PM,2015,12,14,14,40.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 03:00 PM,2015,12,14,15,39.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 04:00 PM,2015,12,14,16,49.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 05:00 PM,2015,12,14,17,55.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 06:00 PM,2015,12,14,18,51.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 07:00 PM,2015,12,14,19,52.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 08:00 PM,2015,12,14,20,56.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 09:00 PM,2015,12,14,21,55.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 10:00 PM,2015,12,14,22,48.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-14 11:00 PM,2015,12,14,23,44.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 12:00 AM,2015,12,15,00,52.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 01:00 AM,2015,12,15,01,47.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 02:00 AM,2015,12,15,02,44.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 03:00 AM,2015,12,15,03,44.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 04:00 AM,2015,12,15,04,44.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 05:00 AM,2015,12,15,05,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 06:00 AM,2015,12,15,06,43.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 07:00 AM,2015,12,15,07,58.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 08:00 AM,2015,12,15,08,58.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 09:00 AM,2015,12,15,09,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 10:00 AM,2015,12,15,10,55.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 11:00 AM,2015,12,15,11,43.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 12:00 PM,2015,12,15,12,39.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 01:00 PM,2015,12,15,13,36.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 02:00 PM,2015,12,15,14,40.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 03:00 PM,2015,12,15,15,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 04:00 PM,2015,12,15,16,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 05:00 PM,2015,12,15,17,30.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 06:00 PM,2015,12,15,18,40.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 07:00 PM,2015,12,15,19,36.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 08:00 PM,2015,12,15,20,32.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 09:00 PM,2015,12,15,21,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 10:00 PM,2015,12,15,22,37.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-15 11:00 PM,2015,12,15,23,33.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 12:00 AM,2015,12,16,00,25.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 01:00 AM,2015,12,16,01,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 02:00 AM,2015,12,16,02,28.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 03:00 AM,2015,12,16,03,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 04:00 AM,2015,12,16,04,27.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 05:00 AM,2015,12,16,05,24.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 06:00 AM,2015,12,16,06,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 07:00 AM,2015,12,16,07,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 08:00 AM,2015,12,16,08,26.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 09:00 AM,2015,12,16,09,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 10:00 AM,2015,12,16,10,38.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 11:00 AM,2015,12,16,11,37.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 12:00 PM,2015,12,16,12,36.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-16 01:00 PM,2015,12,16,13,42.8,UG/M3,1 Hr,Valid
